lore_code,lore_name,matched_sku,matched_product_name,score,action
6010,Flame Sling,MENU_KNOWLEDGE_06202,Flame Sling,1.000,UPDATED
6020,"Flame, Fall Upon Them",MENU_KNOWLEDGE_06206,"Flame, Fall Upon Them",1.000,UPDATED
6030,"Whirl, O Flame!",MENU_KNOWLEDGE_06209,"Whirl, O Flame!",1.000,UPDATED
6040,"Flame, Cleanse Me",MENU_KNOWLEDGE_06303,"Flame, Cleanse Me",1.000,UPDATED
6050,"Flame, Grant Me Strength",MENU_KNOWLEDGE_06308,"Flame, Grant Me Strength",1.000,UPDATED
6060,"Flame, Protect Me",MENU_KNOWLEDGE_06309,"Flame, Protect Me",1.000,UPDATED
6100,Giantsflame Take Thee,MENU_KNOWLEDGE_06204,Giantsflame Take Thee,1.000,UPDATED
6110,Flame of the Fell God,MENU_KNOWLEDGE_06207,Flame of the Fell God,1.000,UPDATED
6120,"Burn, O Flame!",MENU_KNOWLEDGE_06211,"Burn, O Flame!",1.000,UPDATED
6210,Black Flame,MENU_KNOWLEDGE_06203,Black Flame,1.000,UPDATED
6220,"Surge, O Flame!",MENU_KNOWLEDGE_06208,"Surge, O Flame!",1.000,UPDATED
6230,Scouring Black Flame,MENU_KNOWLEDGE_06210,Scouring Black Flame,1.000,UPDATED
6240,Black Flame Ritual,MENU_KNOWLEDGE_06214,Black Flame Ritual,1.000,UPDATED
6250,Black Flame Blade,MENU_KNOWLEDGE_06712,Black Blade,0.786,LOW_CONFIDENCE
6260,Black Flame's Protection,MENU_KNOWLEDGE_06310,Black Flame_s Protection,1.000,UPDATED
6270,Noble Presence,MENU_KNOWLEDGE_06055,Noble Presence,1.000,UPDATED
6300,Bloodflame Talons,MENU_KNOWLEDGE_06056,Bloodflame Talons,1.000,UPDATED
6310,Bloodboon,MENU_KNOWLEDGE_06254,Bloodboon,1.000,UPDATED
6320,Bloodflame Blade,,,0.743,UNMATCHED
6330,Barrier of Gold,MENU_KNOWLEDGE_06311,Barrier of Gold,1.000,UPDATED
6340,Protection of the Erdtree,MENU_KNOWLEDGE_06255,Protection of the Erdtree,1.000,UPDATED
6400,Rejection,MENU_KNOWLEDGE_06250,Rejection,1.000,UPDATED
6410,Wrath of Gold,MENU_KNOWLEDGE_06251,Wrath of Gold,1.000,UPDATED
6420,Urgent Heal,MENU_KNOWLEDGE_06300,Urgent Heal,1.000,UPDATED
6421,Heal,MENU_KNOWLEDGE_06301,Heal,1.000,UPDATED
6422,Great Heal,MENU_KNOWLEDGE_06505,Great Heal,1.000,UPDATED
6423,Lord's Heal,MENU_KNOWLEDGE_06506,Lord_s Heal,1.000,UPDATED
6424,Erdtree Heal,MENU_KNOWLEDGE_06302,Erdtree Heal,1.000,UPDATED
6430,Blessing's Boon,MENU_KNOWLEDGE_06304,Blessing_s Boon,1.000,UPDATED
6431,Blessing of the Erdtree,MENU_KNOWLEDGE_06305,Blessing of the Erdtree,1.000,UPDATED
6440,Cure Poison,MENU_KNOWLEDGE_06057,Cure Poison,1.000,UPDATED
6441,Lord's Aid,MENU_KNOWLEDGE_06058,Lord_s Aid,1.000,UPDATED
6450,Flame Fortification,MENU_KNOWLEDGE_06707,Flame Fortification,1.000,UPDATED
6460,Magic Fortification,MENU_KNOWLEDGE_06708,Magic Fortification,1.000,UPDATED
6470,Lightning Fortification,MENU_KNOWLEDGE_06709,Lightning Fortification,1.000,UPDATED
6480,Divine Fortification,MENU_KNOWLEDGE_06710,Divine Fortification,1.000,UPDATED
6490,Lord's Divine Fortification,MENU_KNOWLEDGE_06711,Lord_s Divine Fortification,1.000,UPDATED
6500,Night Maiden's Mist,MENU_KNOWLEDGE_06253,Night Maiden_s Mist,1.000,UPDATED
6510,Assassin's Approach,MENU_KNOWLEDGE_06312,Assassin_s Approach,1.000,UPDATED
6520,Shadow Bait,MENU_KNOWLEDGE_06313,Shadow Bait,1.000,UPDATED
6530,Darkness,MENU_KNOWLEDGE_06059,Darkness,1.000,UPDATED
6600,Golden Vow,MENU_KNOWLEDGE_06504,Golden Vow,1.000,DUPLICATE_SKIPPED
6700,Discus of Light,MENU_KNOWLEDGE_06252,Discus of Light,1.000,UPDATED
6701,Triple Rings of Light,MENU_KNOWLEDGE_06061,Triple Rings of Light,1.000,UPDATED
6710,Radagon's Rings of Light,MENU_KNOWLEDGE_06062,Radagon_s Rings of Light,1.000,UPDATED
6720,Elden Stars,MENU_KNOWLEDGE_06063,Elden Stars,1.000,UPDATED
6730,Law of Regression,MENU_KNOWLEDGE_06064,Law of Regression,1.000,UPDATED
6740,Immutable Shield,MENU_KNOWLEDGE_06065,Immutable Shield,1.000,UPDATED
6750,Litany of Proper Death,MENU_KNOWLEDGE_06256,Litany of Proper Death,1.000,UPDATED
6760,Law of Causality,MENU_KNOWLEDGE_06066,Law of Causality,1.000,UPDATED
6770,Order's Blade,MENU_KNOWLEDGE_06067,Order_s Blade,1.000,UPDATED
6780,Order Healing,MENU_KNOWLEDGE_06068,Order Healing,1.000,UPDATED
6800,Bestial Sling,MENU_KNOWLEDGE_06400,Bestial Sling,1.000,UPDATED
6810,Stone of Gurranq,MENU_KNOWLEDGE_06401,Stone of Gurranq,1.000,UPDATED
6820,Beast Claw,MENU_KNOWLEDGE_06402,Beast Claw,1.000,UPDATED
6830,Gurranq's Beast Claw,MENU_KNOWLEDGE_06403,Gurranq_s Beast Claw,1.000,UPDATED
6840,Bestial Vitality,MENU_KNOWLEDGE_06500,Bestial Vitality,1.000,UPDATED
6850,Bestial Constitution,MENU_KNOWLEDGE_06503,Bestial Constitution,1.000,UPDATED
6900,Lightning Spear,MENU_KNOWLEDGE_06406,Lightning Spear,1.000,UPDATED
6910,Ancient Dragons' Lightning Strike,MENU_KNOWLEDGE_06069,Ancient Dragons_ Lightning Strike,1.000,UPDATED
6920,Lightning Strike,MENU_KNOWLEDGE_06408,Lightning Strike,1.000,UPDATED
6921,Frozen Lightning Spear,MENU_KNOWLEDGE_06072,Frozen Lightning Spear,1.000,UPDATED
6930,Honed Bolt,MENU_KNOWLEDGE_06073,Honed Bolt,1.000,UPDATED
6940,Ancient Dragons' Lightning Spear,MENU_KNOWLEDGE_06074,Ancient Dragons_ Lightning Spear,1.000,UPDATED
6941,Fortissax's Lightning Spear,MENU_KNOWLEDGE_06075,Fortissax_s Lightning Spear,1.000,UPDATED
6950,Lansseax's Glaive,MENU_KNOWLEDGE_06076,Lansseax_s Glaive,1.000,UPDATED
6960,Electrify Armament,MENU_KNOWLEDGE_06077,Electrify Armament,1.000,UPDATED
6970,Vyke's Dragonbolt,MENU_KNOWLEDGE_06078,Vyke_s Dragonbolt,1.000,UPDATED
6971,Dragonbolt Blessing,MENU_KNOWLEDGE_06079,Dragonbolt Blessing,1.000,UPDATED
7000,Dragonfire,MENU_KNOWLEDGE_06080,Dragonfire,1.000,UPDATED
7001,Agheel's Flame,MENU_KNOWLEDGE_06081,Agheel_s Flame,1.000,UPDATED
7010,Magma Breath,MENU_KNOWLEDGE_06082,Magma Breath,1.000,UPDATED
7011,Theodorix's Magma,MENU_KNOWLEDGE_06105,Theodorix_s Magma,1.000,UPDATED
7020,Dragonice,MENU_KNOWLEDGE_06083,Dragonice,1.000,UPDATED
7021,Borealis's Mist,MENU_KNOWLEDGE_06084,Borealis_s Mist,1.000,UPDATED
7030,Rotten Breath,MENU_KNOWLEDGE_06085,Rotten Breath,1.000,UPDATED
7031,Ekzykes's Decay,MENU_KNOWLEDGE_06086,Ekzykes_s Decay,1.000,UPDATED
7040,Glintstone Breath,MENU_KNOWLEDGE_06087,Glintstone Breath,1.000,UPDATED
7041,Smarag's Glintstone Breath,MENU_KNOWLEDGE_06088,Smarag_s Glintstone Breath,1.000,UPDATED
7050,Placidusax's Ruin,MENU_KNOWLEDGE_06089,Placidusax_s Ruin,1.000,UPDATED
7060,Dragonclaw,MENU_KNOWLEDGE_06090,Dragonclaw,1.000,UPDATED
7080,Dragonmaw,MENU_KNOWLEDGE_06091,Dragonmaw,1.000,UPDATED
7090,Greyoll's Roar,MENU_KNOWLEDGE_06092,Greyoll_s Roar,1.000,UPDATED
7200,Pest Threads,MENU_KNOWLEDGE_06609,Pest Threads,1.000,UPDATED
7210,Swarm of Flies,MENU_KNOWLEDGE_06611,Swarm of Flies,1.000,UPDATED
7220,Poison Mist,MENU_KNOWLEDGE_06610,Poison Mist,1.000,UPDATED
7230,Poison Armament,MENU_KNOWLEDGE_06612,Poison Armament,1.000,UPDATED
7240,Scarlet Aeonia,MENU_KNOWLEDGE_06713,Scarlet Aeonia,1.000,UPDATED
7300,Inescapable Frenzy,MENU_KNOWLEDGE_06094,Inescapable Frenzy,1.000,UPDATED
7310,The Flame of Frenzy,MENU_KNOWLEDGE_06095,The Flame of Frenzy,1.000,UPDATED
7311,Unendurable Frenzy,MENU_KNOWLEDGE_06096,Unendurable Frenzy,1.000,UPDATED
7320,Frenzied Burst,MENU_KNOWLEDGE_06097,Frenzied Burst,1.000,UPDATED
7330,Howl of Shabriri,MENU_KNOWLEDGE_06098,Howl of Shabriri,1.000,UPDATED
7500,Aspects of the Crucible: Tail,MENU_KNOWLEDGE_06613,Aspects of the Crucible_ Tail,1.000,UPDATED
7510,Aspects of the Crucible: Horns,MENU_KNOWLEDGE_06614,Aspects of the Crucible_ Horns,1.000,UPDATED
7520,Aspects of the Crucible: Breath,MENU_KNOWLEDGE_06615,Aspects of the Crucible_ Breath,1.000,UPDATED
7530,Black Blade,MENU_KNOWLEDGE_06712,Black Blade,1.000,UPDATED
7900,Fire's Deadly Sin,MENU_KNOWLEDGE_06060,Fire_s Deadly Sin,1.000,UPDATED
7903,Golden Lightning Fortification,MENU_KNOWLEDGE_06706,Golden Lightning Fortification,1.000,UPDATED
8000,Stonesword Key,MENU_KNOWLEDGE_00228,Stonesword Key,1.000,UPDATED
8010,Rusty Key,MENU_KNOWLEDGE_00229,Rusty Key,1.000,UPDATED
8102,Lucent Baldachin's Blessing,,,0.512,UNMATCHED
8105,Dectus Medallion (Left),MENU_KNOWLEDGE_03000,Dectus Medallion (Left),1.000,UPDATED
8106,Dectus Medallion (Right),MENU_KNOWLEDGE_03001,Dectus Medallion (Right),1.000,UPDATED
8107,Rold Medallion,MENU_KNOWLEDGE_03002,Rold Medallion,1.000,UPDATED
8109,Academy Glintstone Key,MENU_KNOWLEDGE_03006,Academy Glintstone Key,1.000,UPDATED
8111,Carian Inverted Statue,MENU_KNOWLEDGE_03060,Carian Inverted Statue,1.000,UPDATED
8121,Dark Moon Ring,MENU_KNOWLEDGE_03050,Dark Moon Ring,1.000,UPDATED
8126,Fingerprint Grape,MENU_KNOWLEDGE_03054,Fingerprint Grape,1.000,UPDATED
8127,Letter from Volcano Manor,,,0.531,UNMATCHED
8128,Tonic of Forgetfulness,MENU_KNOWLEDGE_03056,Tonic of Forgetfulness,1.000,UPDATED
8129,Serpent's Amnion,MENU_KNOWLEDGE_03057,Serpent_s Amnion,1.000,UPDATED
8130,Rya's Necklace,MENU_KNOWLEDGE_03064,Rya_s Necklace,1.000,UPDATED
8131,Irina's Letter,MENU_KNOWLEDGE_03059,Irina_s Letter,1.000,UPDATED
8132,Letter from Volcano Manor,,,0.531,UNMATCHED
8133,Red Letter,,,0.667,UNMATCHED
8134,Drawing-Room Key,MENU_KNOWLEDGE_03062,Drawing-Room Key,1.000,UPDATED
8136,Rya's Necklace,MENU_KNOWLEDGE_03064,Rya_s Necklace,1.000,DUPLICATE_SKIPPED
8137,Volcano Manor Invitation,MENU_KNOWLEDGE_03055,Volcano Manor Invitation,1.000,UPDATED
8142,Amber Starlight,MENU_KNOWLEDGE_03283,Amber Starlight,1.000,UPDATED
8143,Seluvis's Introduction,MENU_KNOWLEDGE_03071,Seluvis_s Introduction,1.000,UPDATED
8144,Sellen's Primal Glintstone,MENU_KNOWLEDGE_03072,Sellen_s Primal Glintstone,1.000,UPDATED
8146,Miniature Ranni,MENU_KNOWLEDGE_03074,Miniature Ranni,1.000,UPDATED
8147,"Asimi, Silver Tear",,,0.667,UNMATCHED
8148,Godrick's Great Rune,MENU_KNOWLEDGE_03078,Godrick_s Great Rune,1.000,DUPLICATE_SKIPPED
8149,Radahn's Great Rune,MENU_KNOWLEDGE_03079,Radahn_s Great Rune,1.000,DUPLICATE_SKIPPED
8150,Morgott's Great Rune,MENU_KNOWLEDGE_03080,Morgott_s Great Rune,1.000,DUPLICATE_SKIPPED
8151,Rykard's Great Rune,MENU_KNOWLEDGE_03081,Rykard_s Great Rune,1.000,DUPLICATE_SKIPPED
8152,Mohg's Great Rune,MENU_KNOWLEDGE_03082,Mohg_s Great Rune,1.000,DUPLICATE_SKIPPED
8153,Malenia's Great Rune,MENU_KNOWLEDGE_03083,Malenia_s Great Rune,1.000,DUPLICATE_SKIPPED
8154,Lord of Blood's Favor,MENU_KNOWLEDGE_03087,Lord of Blood_s Favor,1.000,UPDATED
8155,Lord of Blood's Favor,MENU_KNOWLEDGE_03087,Lord of Blood_s Favor,1.000,DUPLICATE_SKIPPED
8156,Burial Crow's Letter,,,0.706,UNMATCHED
8158,Spirit Calling Bell,MENU_KNOWLEDGE_03092,Spirit Calling Bell,1.000,UPDATED
8159,Fingerslayer Blade,MENU_KNOWLEDGE_03093,Fingerslayer Blade,1.000,UPDATED
8161,Sewing Needle,MENU_KNOWLEDGE_03095,Sewing Needle,1.000,UPDATED
8162,Gold Sewing Needle,MENU_KNOWLEDGE_03096,Golden Sewing Needle,0.947,UPDATED
8163,Tailoring Tools,MENU_KNOWLEDGE_03097,Tailoring Tools,1.000,UPDATED
8164,Seluvis's Potion,MENU_KNOWLEDGE_03098,Seluvis_s Potion,1.000,UPDATED
8166,Amber Draught,MENU_KNOWLEDGE_03100,Amber Draught,1.000,UPDATED
8167,Letter to Patches,,,0.606,UNMATCHED
8168,Dancer's Castanets,MENU_KNOWLEDGE_03102,Dancer_s Castanets,1.000,UPDATED
8169,Sellian Sealbreaker,MENU_KNOWLEDGE_03103,Sellian Sealbreaker,1.000,UPDATED
8171,Chrysalids' Memento,MENU_KNOWLEDGE_03105,Chrysalids_ Memento,1.000,UPDATED
8172,Black Knifeprint,MENU_KNOWLEDGE_03106,Black Knifeprint,1.000,UPDATED
8173,Letter to Bernahl,,,0.606,UNMATCHED
8174,Academy Glintstone Key,MENU_KNOWLEDGE_03006,Academy Glintstone Key,1.000,DUPLICATE_SKIPPED
8175,Haligtree Secret Medallion (Left),MENU_KNOWLEDGE_03270,Haligtree Secret Medallion (Left),1.000,UPDATED
8176,Haligtree Secret Medallion (Right),MENU_KNOWLEDGE_03271,Haligtree Secret Medallion (Right),1.000,UPDATED
8181,Burial Crow's Letter,,,0.706,UNMATCHED
8182,Mending Rune of Perfect Order,MENU_KNOWLEDGE_03116,Mending Rune of Perfect Order,1.000,UPDATED
8183,Mending Rune of the Death-Prince,MENU_KNOWLEDGE_03117,Mending Rune of the Death-Prince,1.000,UPDATED
8184,Mending Rune of the Fell Curse,MENU_KNOWLEDGE_03118,Mending Rune of the Fell Curse,1.000,UPDATED
8185,Larval Tear,MENU_KNOWLEDGE_03075,Larval Tear,1.000,UPDATED
8186,Imbued Sword Key,MENU_KNOWLEDGE_03198,Imbued Sword Key,1.000,UPDATED
8187,Miniature Ranni,MENU_KNOWLEDGE_03074,Miniature Ranni,1.000,DUPLICATE_SKIPPED
8188,Golden Tailoring Tools,MENU_KNOWLEDGE_03225,Golden Tailoring Tools,1.000,UPDATED
8189,Iji's Confession,,,0.533,UNMATCHED
8190,Knifeprint Clue,,,0.645,UNMATCHED
8191,Cursemark of Death,MENU_KNOWLEDGE_03228,Cursemark of Death,1.000,UPDATED
8192,Asimi's Husk,,,0.571,UNMATCHED
8193,Seedbed Curse,MENU_KNOWLEDGE_03272,Seedbed Curse,1.000,UPDATED
8194,The Stormhawk King,MENU_KNOWLEDGE_03273,Stormhawk King,0.875,LOW_CONFIDENCE
8195,"Asimi, Silver Chrysalid",,,0.571,UNMATCHED
8196,Unalloyed Gold Needle,MENU_KNOWLEDGE_03231,Unalloyed Gold Needle,1.000,UPDATED
8197,Sewer-Gaol Key,MENU_KNOWLEDGE_03227,Sewer-Gaol Key,1.000,UPDATED
8198,Meeting Place Map,,,0.526,UNMATCHED
8199,Discarded Palace Key,MENU_KNOWLEDGE_03279,Discarded Palace Key,1.000,UPDATED
8200,"""Homing Instinct"" Painting",,,0.511,UNMATCHED
8201,"""Resurrection"" Painting",,,0.533,UNMATCHED
8202,"""Champion's Song"" Painting",,,0.650,UNMATCHED
8203,"""Sorcerer"" Painting",,,0.706,UNMATCHED
8204,"""Prophecy"" Painting",,,0.529,UNMATCHED
8205,"""Flightless Bird"" Painting",,,0.649,UNMATCHED
8206,"""Redmane"" Painting",,,0.645,UNMATCHED
8221,Zorayas's Letter,,,0.733,UNMATCHED
8222,Alexander's Innards,MENU_KNOWLEDGE_03284,Alexander_s Innards,1.000,UPDATED
8223,Rogier's Letter,MENU_KNOWLEDGE_03059,Irina_s Letter,0.759,LOW_CONFIDENCE
8500,Crafting Kit,MENU_KNOWLEDGE_00259,Crafting Kit,1.000,UPDATED
8590,Whetstone Knife,MENU_KNOWLEDGE_03090,Whetstone Knife,1.000,UPDATED
8600,"Map: Limgrave, West",MENU_KNOWLEDGE_00261,"Map (Limgrave, West)",1.000,UPDATED
8601,Map: Weeping Peninsula,MENU_KNOWLEDGE_00262,Map (Weeping Peninsula),1.000,UPDATED
8602,"Map: Limgrave, East",MENU_KNOWLEDGE_00263,"Map (Limgrave, East)",1.000,UPDATED
8603,"Map: Liurnia, East",MENU_KNOWLEDGE_00266,"Map (Liurnia, East)",1.000,UPDATED
8604,"Map: Liurnia, North",MENU_KNOWLEDGE_00265,"Map (Liurnia, North)",1.000,UPDATED
8605,"Map: Liurnia, West",MENU_KNOWLEDGE_00264,"Map (Liurnia, West)",1.000,UPDATED
8606,Map: Altus Plateau,MENU_KNOWLEDGE_00268,Map (Altus Plateau),1.000,UPDATED
8607,"Map: Leyndell, Royal Capital",MENU_KNOWLEDGE_00269,"Map (Leyndell, Royal Capital)",1.000,UPDATED
8608,Map: Mt. Gelmir,MENU_KNOWLEDGE_00267,Map (Mt. Gelmir),1.000,UPDATED
8609,Map: Caelid,MENU_KNOWLEDGE_00271,Map (Caelid),1.000,UPDATED
8610,Map: Dragonbarrow,MENU_KNOWLEDGE_00270,Map (Dragonbarrow),1.000,UPDATED
8611,"Map: Mountaintops of the Giants, West",MENU_KNOWLEDGE_00273,"Map (Mountaintops of the Giants, West)",1.000,UPDATED
8612,"Map: Mountaintops of the Giants, East",MENU_KNOWLEDGE_00279,"Map (Mountaintops of the Giants, East)",1.000,UPDATED
8613,Map: Ainsel River,MENU_KNOWLEDGE_00275,Map (Ainsel River),1.000,UPDATED
8614,Map: Lake of Rot,MENU_KNOWLEDGE_00274,Map (Lake of Rot),1.000,UPDATED
8615,Map: Siofra River,MENU_KNOWLEDGE_00276,Map (Siofra River),1.000,UPDATED
8616,Map: Mohgwyn Palace,MENU_KNOWLEDGE_00277,Map (Mohgwyn Palace),1.000,UPDATED
8617,Map: Deeproot Depths,MENU_KNOWLEDGE_00278,Map (Deeproot Depths),1.000,UPDATED
8618,Map: Consecrated Snowfield,MENU_KNOWLEDGE_00272,Map (Consecrated Snowfield),1.000,UPDATED
8660,Mirage Riddle,,,0.560,UNMATCHED
8700,Note: Hidden Cave,,,0.556,UNMATCHED
8701,Note: Imp Shades,,,0.552,UNMATCHED
8702,Note: Flask of Wondrous Physick,,,0.490,UNMATCHED
8703,Note: Stonedigger Trolls,,,0.578,UNMATCHED
8704,Note: Walking Mausoleum,,,0.514,UNMATCHED
8705,Note: Unseen Assassins,,,0.488,UNMATCHED
8706,Note: Great Coffins,,,0.588,UNMATCHED
8707,Note: Flame Chariots,,,0.556,UNMATCHED
8708,Note: Demi-human Mobs,,,0.545,UNMATCHED
8709,Note: Land Squirts,,,0.511,UNMATCHED
8710,Note: Gravity's Advantage,,,0.513,UNMATCHED
8711,Note: Revenants,,,0.600,UNMATCHED
8712,Note: Waypoint Ruins,,,0.511,UNMATCHED
8713,Note: Gateway,,,0.593,UNMATCHED
8714,Note: Miquella's Needle,MENU_KNOWLEDGE_00630,Miquella_s Needle,0.872,LOW_CONFIDENCE
8715,Note: Frenzied Flame Village,,,0.696,UNMATCHED
8716,Note: The Lord of Frenzied Flame,,,0.560,UNMATCHED
8750,Note: Hidden Cave,,,0.556,UNMATCHED
8751,Note: Imp Shades,,,0.552,UNMATCHED
8752,Note: Flask of Wondrous Physick,,,0.490,UNMATCHED
8753,Note: Stonedigger Trolls,,,0.578,UNMATCHED
8754,Note: Walking Mausoleum,,,0.514,UNMATCHED
8755,Note: Unseen Assassins,,,0.488,UNMATCHED
8756,Note: Great Coffins,,,0.588,UNMATCHED
8757,Note: Flame Chariots,,,0.556,UNMATCHED
8758,Note: Demi-human Mobs,,,0.545,UNMATCHED
8759,Note: Land Squirts,,,0.511,UNMATCHED
8760,Note: Gravity's Advantage,,,0.513,UNMATCHED
8761,Note: Revenants,,,0.600,UNMATCHED
8762,Note: Waypoint Ruins,,,0.511,UNMATCHED
8763,Note: Gateway,,,0.593,UNMATCHED
8765,Note: Frenzied Flame Village,,,0.696,UNMATCHED
8850,Conspectus Scroll,,,0.694,UNMATCHED
8851,Royal House Scroll,MENU_KNOWLEDGE_00311,Royal House Scroll,1.000,UPDATED
8855,Fire Monks' Prayerbook,MENU_KNOWLEDGE_00315,Fire Monks_ Prayerbook,1.000,UPDATED
8856,Giant's Prayerbook,MENU_KNOWLEDGE_00316,Giant_s Prayerbook,1.000,UPDATED
8857,Godskin Prayerbook,MENU_KNOWLEDGE_00317,Godskin Prayerbook,1.000,UPDATED
8858,Two Fingers' Prayerbook,MENU_KNOWLEDGE_00318,Two Fingers Prayerbook,1.000,UPDATED
8859,Assassin's Prayerbook,MENU_KNOWLEDGE_00319,Assassin_s Prayerbook,1.000,UPDATED
8860,Erdtree Prayerbook,,,0.706,UNMATCHED
8862,Golden Order Principia,MENU_KNOWLEDGE_00322,Golden Order Principia,1.000,UPDATED
8864,Dragon Cult Prayerbook,MENU_KNOWLEDGE_00324,Dragon Cult Prayerbook,1.000,UPDATED
8865,Ancient Dragon Prayerbook,MENU_KNOWLEDGE_00325,Ancient Dragon Prayerbook,1.000,UPDATED
8866,Academy Scroll,,,0.609,UNMATCHED
8910,Pidia's Bell Bearing,MENU_KNOWLEDGE_03146,Seluvis_s Bell Bearing,0.762,LOW_CONFIDENCE
8911,Seluvis's Bell Bearing,MENU_KNOWLEDGE_03146,Seluvis_s Bell Bearing,1.000,UPDATED
8912,Patches' Bell Bearing,,,0.714,UNMATCHED
8913,Sellen's Bell Bearing,MENU_KNOWLEDGE_03146,Seluvis_s Bell Bearing,0.837,LOW_CONFIDENCE
8915,D's Bell Bearing,MENU_KNOWLEDGE_03146,Seluvis_s Bell Bearing,0.789,LOW_CONFIDENCE
8916,Bernahl's Bell Bearing,MENU_KNOWLEDGE_03146,Seluvis_s Bell Bearing,0.773,LOW_CONFIDENCE
8917,Miriel's Bell Bearing,MENU_KNOWLEDGE_03146,Seluvis_s Bell Bearing,0.791,LOW_CONFIDENCE
8918,Gostoc's Bell Bearing,,,0.744,UNMATCHED
8919,Thops's Bell Bearing,MENU_KNOWLEDGE_03146,Seluvis_s Bell Bearing,0.762,LOW_CONFIDENCE
8920,Kalé's Bell Bearing,MENU_KNOWLEDGE_03146,Seluvis_s Bell Bearing,0.800,LOW_CONFIDENCE
8921,Nomadic Merchant's Bell Bearing [1],,,0.724,UNMATCHED
8926,Isolated Merchant's Bell Bearing [1],,,0.607,UNMATCHED
8929,Hermit Merchant's Bell Bearing [1],,,0.636,UNMATCHED
8937,Abandoned Merchant's Bell Bearing,,,0.582,UNMATCHED
8939,Imprisoned Merchant's Bell Bearing,,,0.647,UNMATCHED
8940,Iji's Bell Bearing,MENU_KNOWLEDGE_03146,Seluvis_s Bell Bearing,0.800,LOW_CONFIDENCE
8941,Rogier's Bell Bearing,,,0.744,UNMATCHED
8942,Blackguard's Bell Bearing,,,0.723,UNMATCHED
8943,Corhyn's Bell Bearing,MENU_KNOWLEDGE_03144,Miriel_s _ Corhyn_s _ D_s Bell Bearing,0.764,LOW_CONFIDENCE
8944,Gowry's Bell Bearing,,,0.714,UNMATCHED
8945,Bone Peddler's Bell Bearing,,,0.694,UNMATCHED
8946,Meat Peddler's Bell Bearing,,,0.694,UNMATCHED
8947,Medicine Peddler's Bell Bearing,,,0.642,UNMATCHED
8948,Gravity Stone Peddler's Bell Bearing,,,0.657,UNMATCHED
8951,Smithing-Stone Miner's Bell Bearing [1],,,0.648,UNMATCHED
1,Smithing Stone,,,0.600,UNMATCHED
2,Smithing Stone,,,0.600,UNMATCHED
8952,Smithing-Stone Miner's Bell Bearing [2],,,0.648,UNMATCHED
3,Smithing Stone,,,0.600,UNMATCHED
4,Smithing Stone,,,0.600,UNMATCHED
8953,Smithing-Stone Miner's Bell Bearing [3],,,0.648,UNMATCHED
5,Smithing Stone,,,0.600,UNMATCHED
6,Smithing Stone,,,0.600,UNMATCHED
8954,Smithing-Stone Miner's Bell Bearing [4],,,0.648,UNMATCHED
7,Smithing Stone,,,0.600,UNMATCHED
8,Smithing Stone,,,0.600,UNMATCHED
8955,Somberstone Miner's Bell Bearing [1],,,0.648,UNMATCHED
1,Somber Smithing Stone,,,0.571,UNMATCHED
2,Somber Smithing Stone,,,0.571,UNMATCHED
8956,Somberstone Miner's Bell Bearing [2],,,0.648,UNMATCHED
3,Somber Smithing Stone,,,0.571,UNMATCHED
4,Somber Smithing Stone,,,0.571,UNMATCHED
8957,Somberstone Miner's Bell Bearing [3],,,0.648,UNMATCHED
5,Somber Smithing Stone,,,0.571,UNMATCHED
6,Somber Smithing Stone,,,0.571,UNMATCHED
8958,Somberstone Miner's Bell Bearing [4],,,0.648,UNMATCHED
7,Somber Smithing Stone,,,0.571,UNMATCHED
8,Somber Smithing Stone,,,0.571,UNMATCHED
8959,Somberstone Miner's Bell Bearing [5],,,0.648,UNMATCHED
9,Somber Smithing Stone,,,0.571,UNMATCHED
8960,Glovewort Picker's Bell Bearing [1],,,0.655,UNMATCHED
1,Grave Glovewort,,,0.667,UNMATCHED
2,Grave Glovewort,,,0.667,UNMATCHED
3,Grave Glovewort,,,0.667,UNMATCHED
8961,Glovewort Picker's Bell Bearing [2],,,0.655,UNMATCHED
4,Grave Glovewort,,,0.667,UNMATCHED
5,Grave Glovewort,,,0.667,UNMATCHED
6,Grave Glovewort,,,0.667,UNMATCHED
8962,Glovewort Picker's Bell Bearing [3],,,0.655,UNMATCHED
7,Grave Glovewort,,,0.667,UNMATCHED
8,Grave Glovewort,,,0.667,UNMATCHED
9,Grave Glovewort,,,0.667,UNMATCHED
8963,Ghost-Glovewort Picker's Bell Bearing [1],,,0.623,UNMATCHED
1,Ghost Glovewort,,,0.552,UNMATCHED
2,Ghost Glovewort,,,0.552,UNMATCHED
3,Ghost Glovewort,,,0.552,UNMATCHED
8964,Ghost-Glovewort Picker's Bell Bearing [2],,,0.623,UNMATCHED
4,Ghost Glovewort,,,0.552,UNMATCHED
5,Ghost Glovewort,,,0.552,UNMATCHED
6,Ghost Glovewort,,,0.552,UNMATCHED
8965,Ghost-Glovewort Picker's Bell Bearing [3],,,0.623,UNMATCHED
7,Ghost Glovewort,,,0.552,UNMATCHED
8,Ghost Glovewort,,,0.552,UNMATCHED
9,Ghost Glovewort,,,0.552,UNMATCHED
8970,Iron Whetblade,MENU_KNOWLEDGE_03020,Iron Whetblade,1.000,UPDATED
8971,Red-Hot Whetblade,MENU_KNOWLEDGE_03021,Red-Hot Whetblade,1.000,UPDATED
